password_reuse,password_strength,password_change_freq,mfa_usage,click_unknown_links,verify_sender,report_suspicious_email,past_phishing_victim,training_completion,training_engagement,device_type,public_wifi_usage,unknown_usb_usage,social_media_oversharing,screen_lock_habit,credential_sharing,department,risk_level
Never,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Open it to check,Once,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,Rarely,Never,Occasionally,Sometimes,Once,HR,Moderate
Often,"Long & random (12+ chars, mixed)",Never,Never,"Yes, likely",Never,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,Only after scanning it,Occasionally,Never,Never,Other,Moderate
Always,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Rarely,Never,Delete it,Once,Never,"Very seriously, apply what I learn",,Never,Only after scanning it,Frequently,,Never,Finance,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Rarely,Never,"Yes, likely",Never,Open it to check,Never,Never,Attend but forget,Company-issued & managed,Frequently,Only after scanning it,Frequently,Never,Occasionally,Operations,Moderate
Always,Simple (name/birthdate/common word),Every 6-12 months,Always,"Yes, likely",Sometimes,Open it to check,Never,"Yes, recently (within 6 months)",Skip when possible,Company-issued & managed,Frequently,Never,Frequently,Never,Occasionally,Sales & Marketing,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Never,Never,Sometimes,Never,Delete it,More than once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,Only after scanning it,Never,Never,Once,Sales & Marketing,High
Always,Simple (name/birthdate/common word),Every 6-12 months,Sometimes,Never,Sometimes,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Never,"Yes, if it looks harmless",Never,Always,Once,HR,Low
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Ignore it,More than once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Sometimes,Occasionally,Other,Severe
Often,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,"Yes, likely",Sometimes,Open it to check,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Never,Never,Frequently,Sometimes,Once,HR,Moderate
Often,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Open it to check,Once,Never,Skip when possible,Company-issued & managed,Frequently,"Yes, if it looks harmless",Never,Never,Once,Other,High
Sometimes,Medium (word + numbers),Every 1-3 months,Always,"Yes, likely",Always,Report to IT/Security,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Rarely,Only after scanning it,Frequently,Never,Occasionally,Operations,Low
Always,Medium (word + numbers),Never,Sometimes,Sometimes,Always,Open it to check,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Rarely,Only after scanning it,Frequently,Never,Never,IT,Low
Always,Medium (word + numbers),Never,Never,"Yes, likely",Never,Open it to check,More than once,Never,Attend but forget,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Always,Occasionally,Finance,Severe
Always,"Long & random (12+ chars, mixed)",Never,Sometimes,"Yes, likely",Never,Ignore it,Once,Never,Attend but forget,Company-issued & managed,Frequently,Never,Occasionally,Sometimes,Occasionally,Other,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Sometimes,Always,Delete it,Once,Never,"Very seriously, apply what I learn",Company-issued & managed,Never,Only after scanning it,Occasionally,Always,Never,Operations,Low
Often,Simple (name/birthdate/common word),Every 6-12 months,Sometimes,Sometimes,Never,Open it to check,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Rarely,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Sales & Marketing,Moderate
Sometimes,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Ignore it,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Occasionally,Sales & Marketing,Severe
Often,Simple (name/birthdate/common word),Rarely,Sometimes,Rarely,Never,Report to IT/Security,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Never,"Yes, if it looks harmless",Frequently,Sometimes,Never,Sales & Marketing,Moderate
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,"Yes, likely",Never,Delete it,Once,"Yes, recently (within 6 months)",Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Always,Once,IT,Moderate
Never,Simple (name/birthdate/common word),Every 1-3 months,Sometimes,Rarely,,Open it to check,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Frequently,,Never,Always,Occasionally,Operations,Moderate
Always,Simple (name/birthdate/common word),Rarely,Sometimes,"Yes, likely",Always,Delete it,More than once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Rarely,Only after scanning it,Never,Always,Never,Sales & Marketing,Low
Always,Simple (name/birthdate/common word),Rarely,Never,"Yes, likely",Never,Open it to check,More than once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Never,Once,Sales & Marketing,Severe
Sometimes,"Long & random (12+ chars, mixed)",Every 6-12 months,Always,Sometimes,Never,Delete it,Once,Never,"Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Once,IT,Low
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Sometimes,Open it to check,Never,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Never,Never,Never,Sometimes,Never,Sales & Marketing,Low
Always,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Never,Delete it,More than once,Never,Skip when possible,Shared/public device,Frequently,Never,Frequently,Sometimes,Occasionally,Operations,Severe
Always,Simple (name/birthdate/common word),Every 6-12 months,Never,"Yes, likely",Sometimes,Report to IT/Security,Once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,Never,Occasionally,Always,Once,Sales & Marketing,High
Sometimes,Medium (word + numbers),Every 1-3 months,Never,Rarely,Sometimes,Open it to check,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,Never,Occasionally,Sometimes,Never,Finance,Moderate
Never,Simple (name/birthdate/common word),Every 1-3 months,Never,Never,Always,Ignore it,Never,Never,"Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Always,Once,IT,Low
Often,Simple (name/birthdate/common word),Every 1-3 months,Never,Rarely,Sometimes,Ignore it,Once,Never,Attend but forget,Company-issued & managed,Rarely,Only after scanning it,Frequently,Sometimes,Once,Sales & Marketing,Moderate
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Rarely,Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Rarely,Never,Frequently,Always,Once,Other,Moderate
Never,Medium (word + numbers),Never,Never,Sometimes,Sometimes,Ignore it,Once,"Yes, but over a year ago",Skip when possible,Shared/public device,Rarely,"Yes, if it looks harmless",Never,Always,Occasionally,Other,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Sometimes,Never,Sometimes,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Sometimes,Never,Finance,Low
Never,Medium (word + numbers),Never,Never,Sometimes,Sometimes,Open it to check,More than once,Never,Attend but forget,Company-issued & managed,Frequently,Only after scanning it,Never,Sometimes,Never,Other,Moderate
Sometimes,Simple (name/birthdate/common word),Every 6-12 months,Never,Never,Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Company-issued & managed,Never,Never,Frequently,Sometimes,Once,Other,Moderate
Sometimes,Medium (word + numbers),Rarely,Never,Rarely,Sometimes,,Never,"Yes, but over a year ago","Very seriously, apply what I learn",Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Sometimes,Once,IT,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Rarely,Sometimes,Delete it,Never,Never,"Very seriously, apply what I learn",Shared/public device,Rarely,"Yes, if it looks harmless",Occasionally,Sometimes,Occasionally,Other,Low
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Sometimes,Sometimes,Always,Ignore it,More than once,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Frequently,Always,Never,Other,Low
Never,Medium (word + numbers),Rarely,Sometimes,Rarely,Sometimes,Open it to check,More than once,"Yes, but over a year ago",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Never,Once,HR,High
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Report to IT/Security,Once,Never,"Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Sometimes,Never,IT,Low
Often,Medium (word + numbers),Every 1-3 months,Never,"Yes, likely",Always,Report to IT/Security,More than once,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Rarely,"Yes, if it looks harmless",Never,Sometimes,Occasionally,IT,Moderate
Often,Simple (name/birthdate/common word),Never,Never,"Yes, likely",Sometimes,Open it to check,More than once,Never,Skip when possible,Personal device (BYOD),Frequently,"Yes, if it looks harmless",Frequently,Never,Once,Finance,Severe
Always,"Long & random (12+ chars, mixed)",Never,Never,"Yes, likely",Never,Open it to check,Never,Never,Skip when possible,Personal device (BYOD),Rarely,Only after scanning it,Never,Always,Occasionally,HR,Severe
Sometimes,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Sometimes,Always,Delete it,Once,,Skip when possible,Personal device (BYOD),Never,Never,Occasionally,Sometimes,Never,Sales & Marketing,Low
Never,Simple (name/birthdate/common word),Rarely,Always,Never,Always,Delete it,Once,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Shared/public device,Frequently,"Yes, if it looks harmless",Never,Sometimes,Never,Sales & Marketing,Low
Never,Simple (name/birthdate/common word),Rarely,Sometimes,Sometimes,Never,Ignore it,More than once,Never,Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Frequently,Always,Never,Other,High
Often,"Long & random (12+ chars, mixed)",Every 1-3 months,Never,Sometimes,Sometimes,Ignore it,Once,"Yes, but over a year ago","Very seriously, apply what I learn",Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Always,Occasionally,Sales & Marketing,Moderate
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,Never,Always,Delete it,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Never,Never,Never,Always,Once,Operations,Low
Never,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,"Yes, likely",Never,Open it to check,More than once,"Yes, but over a year ago",Attend but forget,Personal device (BYOD),Never,Never,Occasionally,Always,Occasionally,Other,Moderate
Never,Medium (word + numbers),Rarely,Always,Rarely,Never,Report to IT/Security,More than once,Never,Attend but forget,Company-issued & managed,Never,Only after scanning it,Occasionally,Always,Never,Finance,Moderate
Often,"Long & random (12+ chars, mixed)",Never,Never,"Yes, likely",Never,Open it to check,More than once,Never,Skip when possible,Company-issued & managed,Rarely,"Yes, if it looks harmless",Frequently,Never,Occasionally,IT,High
Never,Medium (word + numbers),Every 1-3 months,Always,Never,Sometimes,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Company-issued & managed,Never,Never,Never,Always,Never,Operations,Low
Often,Simple (name/birthdate/common word),Rarely,,"Yes, likely",Never,Open it to check,More than once,"Yes, recently (within 6 months)",Skip when possible,Shared/public device,Frequently,"Yes, if it looks harmless",Occasionally,Never,Occasionally,Sales & Marketing,High
Never,"Long & random (12+ chars, mixed)",Every 1-3 months,Always,"Yes, likely",Always,Report to IT/Security,Never,"Yes, recently (within 6 months)",Attend but forget,Company-issued & managed,Never,Never,Occasionally,Always,Never,Operations,Low
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Never,Sometimes,Report to IT/Security,Never,Never,"Very seriously, apply what I learn",Shared/public device,Rarely,Only after scanning it,Frequently,Always,Occasionally,Other,Low
Often,"Long & random (12+ chars, mixed)",Every 6-12 months,Never,"Yes, likely",Never,Open it to check,Never,Never,Skip when possible,Personal device (BYOD),Never,Only after scanning it,Never,Never,Occasionally,IT,Moderate
Always,Simple (name/birthdate/common word),Rarely,Never,"Yes, likely",Never,Ignore it,More than once,"Yes, but over a year ago",Skip when possible,Personal device (BYOD),Rarely,Never,Frequently,Never,Occasionally,Finance,Severe
Never,"Long & random (12+ chars, mixed)",Never,Always,Never,Always,Report to IT/Security,More than once,"Yes, but over a year ago","Very seriously, apply what I learn",Company-issued & managed,Rarely,Never,Frequently,Never,Occasionally,Sales & Marketing,Low
Never,Medium (word + numbers),Every 1-3 months,Sometimes,Never,Always,Delete it,More than once,"Yes, but over a year ago",Attend but forget,Company-issued & managed,Frequently,Never,Never,Always,Never,Operations,Low
Never,Medium (word + numbers),Every 1-3 months,Always,Rarely,Always,Delete it,,"Yes, recently (within 6 months)",,Shared/public device,Never,Only after scanning it,Never,Never,Never,Other,Low
Always,Medium (word + numbers),Never,Never,Never,Always,Report to IT/Security,Never,"Yes, recently (within 6 months)","Very seriously, apply what I learn",Personal device (BYOD),Rarely,"Yes, if it looks harmless",Occasionally,Sometimes,Once,Finance,Moderate
Never,Medium (word + numbers),Rarely,Sometimes,Never,Never,Open it to check,More than once,"Yes, but over a year ago",Attend but forget,Shared/public device,Rarely,Never,Frequently,Never,Occasionally,Other,Low
